ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
5765;20211014;1.942;1.611;0.889
5766;20211015;1.947;1.615;0.883
5767;20211016;1.954;1.623;0.907
5768;20211017;1.957;1.625;0.902
5769;20211018;1.959;1.628;0.915
5770;20211019;1.963;1.632;0.915
5771;20211020;1.963;1.635;0.912
5772;20211021;1.965;1.637;0.909
5773;20211022;1.964;1.636;0.931
5774;20211023;1.962;1.633;0.91
5775;20211024;1.961;1.632;0.924
5776;20211025;1.966;1.637;0.922
5777;20211026;1.971;1.639;0.933
5778;20211027;1.973;1.639;0.923
5779;20211028;1.976;1.641;0.93
5780;20211029;1.974;1.638;0.925
5781;20211030;1.972;1.631;0.926
5782;20211031;1.976;1.635;0.925
5783;20211101;1.978;1.64;0.935
5784;20211102;1.982;1.638;0.924
5785;20211103;1.986;1.638;0.936
5786;20211104;1.988;1.637;0.945
5787;20211105;1.99;1.637;0.941
5788;20211106;1.988;1.634;0.926
5789;20211107;1.989;1.633;0.93
5790;20211108;1.992;1.639;0.935
5791;20211109;1.993;1.637;0.93
5792;20211110;1.997;1.636;0.927
5793;20211111;2.003;1.641;0.934
5794;20211112;2.006;1.641;0.936
5795;20211113;2.007;1.637;0.939
5796;20211114;2.007;1.637;0.923
5797;20211115;2.011;1.642;0.93
5798;20211116;2.011;1.641;0.941
5799;20211117;2.017;1.642;0.932
5800;20211118;2.021;1.645;0.942
5801;20211119;2.023;1.645;0.94
5802;20211120;2.015;1.641;0.945
5803;20211121;2.015;1.643;0.955
5804;20211122;2.019;1.646;0.94
5805;20211123;2.018;1.641;0.944
5806;20211124;2.014;1.639;0.945
5807;20211125;2.012;1.638;0.95
5808;20211126;2.01;1.637;0.933
5809;20211127;2.004;1.63;0.933
5810;20211128;2.006;1.631;0.939
5811;20211129;2.007;1.634;0.938
5812;20211130;2.001;1.629;0.937
5813;20211201;1.994;1.622;0.936
5814;20211202;1.989;1.615;0.942
5815;20211203;1.981;1.61;0.93
5816;20211204;1.975;1.601;0.946
5817;20211205;1.974;1.602;0.928
5818;20211206;1.979;1.607;0.931
5819;20211207;1.977;1.604;0.911
5820;20211208;1.974;1.605;0.922
5821;20211209;1.976;1.605;0.934
5822;20211210;1.974;1.604;0.924
5823;20211211;1.973;1.601;0.926
5824;20211212;1.973;1.601;0.928
5825;20211213;1.975;1.606;0.922
5826;20211214;1.975;1.605;0.922
5827;20211215;1.968;1.604;0.934
5828;20211216;1.968;1.601;0.941
5829;20211217;1.967;1.601;0.92
5830;20211218;1.959;1.594;0.923
5831;20211219;1.96;1.596;0.917
5832;20211220;1.963;1.597;0.938
5833;20211221;1.957;1.593;0.923
5834;20211222;1.952;1.588;0.926
5835;20211223;1.953;1.589;0.935
5836;20211224;1.954;1.589;0.938
5837;20211225;1.954;1.591;0.95
5838;20211226;1.956;1.59;0.925
5839;20211227;1.958;1.595;0.909
5840;20211228;1.958;1.594;0.935
5841;20211229;1.961;1.597;0.927
5842;20211230;1.97;1.606;0.929
5843;20211231;1.976;1.612;0.934
5844;20220101;1.974;1.613;0.912
5845;20220102;1.975;1.615;0.91
5846;20220103;1.976;1.62;0.915
5847;20220104;1.977;1.62;0.911
5848;20220105;1.977;1.622;0.904
5849;20220106;1.98;1.629;0.906
5850;20220107;1.98;1.638;0.911
5851;20220108;1.977;1.638;0.912
5852;20220109;1.979;1.64;0.914
5853;20220110;1.979;1.645;0.905
5854;20220111;1.976;1.646;0.91
5855;20220112;1.973;1.644;0.909
5856;20220113;1.978;1.65;0.915
5857;20220114;1.978;1.657;0.906
5858;20220115;1.981;1.661;0.908
5859;20220116;1.983;1.664;0.911
5860;20220117;1.985;1.666;0.904
5861;20220118;1.994;1.674;0.911
5862;20220119;1.996;1.681;0.917
5863;20220120;2.003;1.692;0.913
5864;20220121;2.003;1.698;0.909
5865;20220122;2.001;1.694;0.904
5866;20220123;2.002;1.696;0.909
5867;20220124;2.002;1.698;0.916
5868;20220125;2.003;1.698;0.909
5869;20220126;1.997;1.694;0.908
5870;20220127;2;1.698;0.904
5871;20220128;2.003;1.705;0.917
5872;20220129;2.006;1.71;0.914
5873;20220130;2.007;1.712;0.918
5874;20220131;2.01;1.716;0.921
5875;20220201;2.015;1.717;0.922
5876;20220202;2.014;1.715;0.912
5877;20220203;2.015;1.714;0.912
5878;20220204;2.016;1.714;0.916
5879;20220205;2.021;1.72;0.916
5880;20220206;2.023;1.722;0.909
5881;20220207;2.028;1.729;0.914
5882;20220208;2.036;1.738;0.914
5883;20220209;2.034;1.739;0.915
5884;20220210;2.037;1.741;0.909
5885;20220211;2.04;1.742;0.922
5886;20220212;2.043;1.742;0.92
5887;20220213;2.043;1.742;0.909
5888;20220214;2.048;1.748;0.914
5889;20220215;2.055;1.75;0.913
5890;20220216;2.056;1.75;0.913
5891;20220217;2.057;1.751;0.918
5892;20220218;2.057;1.749;0.913
5893;20220219;2.053;1.741;0.919
5894;20220220;2.055;1.745;0.914
5895;20220221;2.055;1.746;0.916
5896;20220222;2.055;1.743;0.911
5897;20220223;2.061;1.75;0.916
5898;20220224;2.065;1.753;0.924
5899;20220225;2.088;1.776;0.93
5900;20220226;2.097;1.783;0.93
5901;20220227;2.096;1.784;0.939
5902;20220228;2.099;1.788;0.935
5903;20220301;2.109;1.798;0.938
5904;20220302;2.123;1.819;0.953
5905;20220303;2.15;1.854;0.972
5906;20220304;2.184;1.906;0.989
5907;20220305;2.22;1.947;1.014
5908;20220306;2.225;1.953;1.012
5909;20220307;2.236;1.972;1.021
5910;20220308;2.319;2.082;1.042
5911;20220309;2.368;2.229;1.077
5912;20220310;2.383;2.277;1.091
5913;20220311;2.362;2.253;1.097
5914;20220312;2.339;2.221;1.091
5915;20220313;2.338;2.218;1.098
5916;20220314;2.336;2.22;1.096
5917;20220315;2.325;2.198;1.104
5918;20220316;2.311;2.179;1.109
5919;20220317;2.306;2.17;1.111
5920;20220318;2.294;2.161;1.114
5921;20220319;2.284;2.146;1.114
5922;20220320;2.282;2.148;1.112
5923;20220321;2.288;2.152;1.114
5924;20220322;2.296;2.152;1.129
5925;20220323;2.299;2.154;1.136
5926;20220324;2.308;2.166;1.14
5927;20220325;2.32;2.18;1.148
5928;20220326;2.326;2.182;1.147
5929;20220327;2.326;2.183;1.144
5930;20220328;2.331;2.187;1.154
5931;20220329;2.333;2.186;1.164
5932;20220330;2.331;2.179;1.171
5933;20220331;2.331;2.179;1.174
5934;20220401;2.119;2.041;1.126
5935;20220402;2.11;2.031;1.119
5936;20220403;2.11;2.033;1.124
5937;20220404;2.112;2.036;1.121
5938;20220405;2.109;2.033;1.125
5939;20220406;2.102;2.025;1.116
5940;20220407;2.102;2.024;1.12
5941;20220408;2.093;2.016;1.12
5942;20220409;2.084;2.001;1.12
5943;20220410;2.084;2.001;1.114
5944;20220411;2.085;2.003;1.119
5945;20220412;2.078;1.989;1.111
5946;20220413;2.071;1.98;1.101
5947;20220414;2.07;1.978;1.115
5948;20220415;2.071;1.98;1.099
5949;20220416;2.07;1.981;1.108
5950;20220417;2.072;1.982;1.099
5951;20220418;2.073;1.985;1.103
5952;20220419;2.074;1.985;1.1
5953;20220420;2.079;1.988;1.099
5954;20220421;2.084;1.992;1.105
5955;20220422;2.083;1.995;1.102
5956;20220423;2.083;1.993;1.098
5957;20220424;2.084;1.994;1.104
5958;20220425;2.088;1.997;1.094
5959;20220426;2.085;1.994;1.097
5960;20220427;2.082;1.99;1.098
5961;20220428;2.087;1.997;1.103
5962;20220429;2.095;2.003;1.099
5963;20220430;2.107;2.015;1.1
5964;20220501;2.11;2.018;1.095
5965;20220502;2.112;2.022;1.105
5966;20220503;2.115;2.027;1.1
5967;20220504;2.12;2.039;1.099
5968;20220505;2.127;2.049;1.095
5969;20220506;2.142;2.051;1.103
5970;20220507;2.15;2.044;1.102
5971;20220508;2.15;2.045;1.099
5972;20220509;2.153;2.046;1.103
5973;20220510;2.158;2.04;1.094
5974;20220511;2.154;2.024;1.091
5975;20220512;2.154;2.017;1.086
5976;20220513;2.154;2;1.091
5977;20220514;2.173;1.987;1.078
5978;20220515;2.176;1.988;1.077
5979;20220516;2.179;1.988;1.085
5980;20220517;2.207;1.984;1.082
5981;20220518;2.228;1.981;1.069
5982;20220519;2.237;1.979;1.062
5983;20220520;2.231;1.968;1.057
5984;20220521;2.227;1.955;1.053
5985;20220522;2.226;1.955;1.057
5986;20220523;2.225;1.954;1.051
5987;20220524;2.219;1.944;1.051
5988;20220525;2.214;1.939;1.051
5989;20220526;2.22;1.942;1.039
5990;20220527;2.222;1.943;1.039
5991;20220528;2.244;1.955;1.04
5992;20220529;2.245;1.957;1.046
5993;20220530;2.25;1.962;1.036
5994;20220531;2.279;1.975;1.037
5995;20220601;2.311;2.012;1.039
5996;20220602;2.343;2.031;1.028
5997;20220603;2.359;2.043;1.028
5998;20220604;2.363;2.058;1.019
5999;20220605;2.365;2.061;1.022
6000;20220606;2.368;2.065;1.022
6001;20220607;2.371;2.069;1.023
6002;20220608;2.372;2.104;1.03
6003;20220609;2.37;2.123;1.026
6004;20220610;2.365;2.139;1.024
6005;20220611;2.366;2.16;1.02
6006;20220612;2.366;2.161;1.018
6007;20220613;2.369;2.168;1.015
6008;20220614;2.367;2.171;1.008
6009;20220615;2.365;2.173;1.005
6010;20220616;2.362;2.176;1.007
6011;20220617;2.357;2.18;1.004
6012;20220618;2.354;2.184;0.999
6013;20220619;2.353;2.182;0.996
6014;20220620;2.356;2.187;1.002
6015;20220621;2.353;2.19;0.996
6016;20220622;2.35;2.191;0.997
6017;20220623;2.346;2.187;0.995
6018;20220624;2.342;2.186;0.997
6019;20220625;2.335;2.182;0.988
6020;20220626;2.335;2.183;0.987
6021;20220627;2.336;2.185;0.989
6022;20220628;2.332;2.185;0.98
6023;20220629;2.326;2.178;0.972
6024;20220630;2.324;2.174;0.969
6025;20220701;2.318;2.17;0.946
6026;20220702;2.303;2.158;0.926
6027;20220703;2.302;2.157;0.93
6028;20220704;2.306;2.161;0.923
6029;20220705;2.302;2.158;0.921
6030;20220706;2.292;2.151;0.919
6031;20220707;2.282;2.145;0.913
6032;20220708;2.265;2.13;0.917
6033;20220709;2.251;2.111;0.913
6034;20220710;2.251;2.108;0.91
6035;20220711;2.251;2.112;0.909
